RMSE,MAE,SMAPE,R2,variant,test_battery
0.08690210264810079,0.07368306586356478,26.33941420825614,0.9103690293980055,SAN_noTCN_3SVR,B0044
0.2165238886029813,0.15470146211288355,42.22972523321164,0.4435717560993725,SAN_TCN_1SVR,B0044
0.13417922526048093,0.10921845126402926,41.01268833792674,0.7840644977235484,SAN_TCN_3SVR,B0045
0.13417922526048093,0.10921845126402926,41.01268833792674,0.7840644977235484,NoSAN_TCN_3SVR,B0045
0.12188252789602053,0.10345021369687762,34.73696706316207,0.8218292543784571,PCA_TCN_3SVR,B0045
0.10048453437139017,0.08658469972189455,30.227375024123507,0.878897825859779,WHITEN_TCN_3SVR,B0045
0.1342232023585724,0.1092745098471266,41.12608788306311,0.7839229292663736,SAN_noTCN_3SVR,B0045
0.3976584249139877,0.3335029267737937,76.18272489843739,-0.8965917943259114,SAN_TCN_1SVR,B0045
0.12461406047563853,0.09876554422598546,34.91939174442847,0.813753728951746,SAN_TCN_3SVR,B0046
0.09903761064371684,0.08231445247092493,29.962666804489558,0.8823603294707791,NoSAN_TCN_3SVR,B0046
0.11111657642151931,0.09283245236190102,31.736630310508296,0.8519149571615253,PCA_TCN_3SVR,B0046
0.09939995461378798,0.08698351493834737,31.109322256731495,0.8814979499800599,WHITEN_TCN_3SVR,B0046
0.09909009887417214,0.0823568734043068,29.958480068703288,0.8822356024233637,SAN_noTCN_3SVR,B0046
0.21993839957396857,0.1772257531932905,45.631950362866746,0.41982954025909236,SAN_TCN_1SVR,B0046
0.10051063332290726,0.08314384850931703,30.104165897744817,0.8788349097055792,SAN_TCN_3SVR,B0047
0.10051063332290726,0.08314384850931703,30.104165897744817,0.8788349097055792,NoSAN_TCN_3SVR,B0047
0.09627491119109143,0.08075841008100945,29.20927452187495,0.8888320122360142,PCA_TCN_3SVR,B0047
0.10146078590116628,0.08680263039806212,31.09927446789359,0.8765332730808333,WHITEN_TCN_3SVR,B0047
0.10038464884556908,0.08303213334044234,30.065627593082112,0.8791384667165028,SAN_noTCN_3SVR,B0047
0.23114013669999084,0.20897172199103353,54.86715736529734,0.35922697184278385,SAN_TCN_1SVR,B0047
0.11981735042902399,0.0994685356096879,33.929023475642026,0.8278159516927163,SAN_TCN_3SVR,B0048
0.0968609785979004,0.08195294690956338,29.978666823599497,0.887474436567931,NoSAN_TCN_3SVR,B0048
0.09839192912689211,0.08155370073354362,29.520684160897563,0.8838892467149094,PCA_TCN_3SVR,B0048
0.10506230805571702,0.08784183577779409,31.991215441170638,0.867612382663795,WHITEN_TCN_3SVR,B0048
0.0967499700485343,0.08189567277352205,29.974419481249527,0.8877322109957944,SAN_noTCN_3SVR,B0048
0.20878689506755285,0.1813133585789702,47.6371055724793,0.477170645939893,SAN_TCN_1SVR,B0048
0.1076182719536107,0.0808988497359261,32.79967676769519,0.8658969874050098,SAN_TCN_3SVR,B0049
0.11691156444165032,0.09984784915447775,36.851764389094306,0.8417362507498302,NoSAN_TCN_3SVR,B0049
0.09880286898035835,0.07601710986625987,34.01737900546847,0.8869669056147808,PCA_TCN_3SVR,B0049
0.11604557046378618,0.10042248660818917,37.97381004518526,0.8440721676789673,WHITEN_TCN_3SVR,B0049
0.08532329462170965,0.06866005776810516,28.148784732312105,0.9157050147077247,SAN_noTCN_3SVR,B0049
0.27022773275087236,0.20371072836907736,58.27031717881512,0.1544752186932421,SAN_TCN_1SVR,B0049
0.11485804042100736,0.09601217345873188,39.64282797093128,0.8472471538337683,SAN_TCN_3SVR,B0050
0.14337297333021495,0.09304420046571277,40.09867695500681,0.7619867745812062,NoSAN_TCN_3SVR,B0050
0.09610084162555788,0.07700802749999655,37.04404439396729,0.8930647502457134,PCA_TCN_3SVR,B0050
0.11176893795646269,0.0933344111637748,35.53774553136762,0.8553532252969787,WHITEN_TCN_3SVR,B0050
0.14328188898789843,0.0929837015448287,40.01664895464214,0.7622890964374418,SAN_noTCN_3SVR,B0050
0.3541889730002839,0.2872906346097163,71.12264800658916,-0.45256835343481416,SAN_TCN_1SVR,B0050
0.09782954341394955,0.08336331540369799,32.847267323011394,0.8891829565813356,SAN_TCN_3SVR,B0051
0.09262981230508949,0.07915311148891342,29.615907217670735,0.9006499536763671,NoSAN_TCN_3SVR,B0051
0.10907236983502402,0.08677512716510467,51.65898360989615,0.8622486054132613,PCA_TCN_3SVR,B0051
0.11051015651299015,0.09401153280075525,35.86778154263657,0.8585930048248714,WHITEN_TCN_3SVR,B0051
0.09263851297763644,0.07907445134241967,29.61513833902333,0.900631288998204,SAN_noTCN_3SVR,B0051
0.2446174716056699,0.21314338368938412,56.292583798660424,0.307146441679349,SAN_TCN_1SVR,B0051
0.11579537047017883,0.0952059539981743,35.28319018945186,0.8447438190890284,SAN_TCN_3SVR,B0052
0.13481709961996066,0.10943129531483692,37.489139162472156,0.7895463485514076,NoSAN_TCN_3SVR,B0052
0.42312751925768805,0.3023667876483455,81.605670227313,-1.073046527010181,PCA_TCN_3SVR,B0052
0.10296956073814782,0.08981670641950527,34.66398987993499,0.8772322699232842,WHITEN_TCN_3SVR,B0052
0.1348758002166394,0.10947994033565277,37.49953064808701,0.7893630417688562,SAN_noTCN_3SVR,B0052
0.27436116822703943,0.23162366007783552,59.38281565870158,0.12841089536837125,SAN_TCN_1SVR,B0052
0.11020519492229863,0.08526361666335666,29.96882752425028,0.8573546078085568,SAN_TCN_3SVR,B0053
